,bsr_best,sd_price,sd_list_price,sd_previous_price,sd_number_bought_past_month,sd_average_rating,sd_total_reviews,sd_ratings_count,sd_stars,sd_rating_pct_1,sd_rating_pct_2,sd_rating_pct_3,sd_rating_pct_4,sd_rating_pct_5
288,628.0,54.9,54.9,69.0,100000000.0,4.4,,,4.4,4.0,3.0,7.0,14.0,72.0
289,210.0,103.99,103.99,148.0,,4.5,1072.0,1072.0,4.5,6.0,1.0,3.0,17.0,73.0
290,473.0,25.64,25.64,39.99,200000000.0,4.4,,,4.4,4.0,3.0,7.0,15.0,71.0
291,20.0,84.99,84.99,,400000000.0,3.9,,,3.9,16.0,5.0,7.0,11.0,61.0
292,885.0,15.99,15.99,,300000000.0,4.2,1674.0,1674.0,4.2,8.0,4.0,9.0,14.0,65.0
293,193.0,9.99,9.99,,1000000.0,4.3,2018.0,2018.0,4.3,7.0,4.0,8.0,15.0,66.0
294,1326.0,19.99,19.99,,50000000.0,4.0,2553.0,2553.0,4.0,9.0,6.0,10.0,17.0,58.0
295,516.0,21.98,21.98,25.99,200000000.0,4.6,,,,,,,,
296,208.0,,,,,,,,,,,,,
297,490.0,19.99,19.99,,,4.2,357.0,357.0,4.2,8.0,5.0,5.0,18.0,64.0
298,1057.0,64.95,64.95,64.95,200000000.0,4.1,,,4.1,10.0,5.0,10.0,14.0,61.0
299,1981.0,21.99,21.99,29.99,100000000.0,4.2,1406.0,1406.0,4.2,7.0,5.0,9.0,14.0,65.0
300,55.0,13.52,13.52,14.24,,4.2,1773.0,1773.0,4.2,9.0,3.0,8.0,12.0,68.0
301,10.0,,,,,4.3,,,4.3,8.0,4.0,6.0,11.0,71.0
302,1298.0,19.99,19.99,,,4.4,36.0,36.0,4.4,0.0,7.0,6.0,,61.0
303,612.0,,,,,4.5,1038.0,1038.0,4.5,5.0,3.0,5.0,10.0,77.0
304,8.0,,,,,4.5,,,4.5,4.0,3.0,5.0,11.0,77.0
305,1236.0,13.99,13.99,,,4.3,,3125.0,4.3,6.0,3.0,8.0,14.0,69.0
306,164.0,,,,1000000.0,,,,,,,,,
307,349.0,9.49,9.49,9.99,,3.9,31.0,31.0,3.9,10.0,7.0,13.0,20.0,50.0
308,259.0,,,,400000000.0,,,,,,,,,
309,142.0,44.95,44.95,51.99,,4.4,,,4.4,5.0,3.0,7.0,14.0,71.0
310,1115.0,25.99,25.99,,200000000.0,4.0,1900.0,1900.0,4.0,10.0,5.0,10.0,16.0,59.0
311,188.0,39.99,39.99,54.99,1000000.0,4.5,530.0,,,,,,,
312,1188.0,34.99,34.99,34.99,,4.4,390.0,390.0,4.4,8.0,1.0,5.0,15.0,71.0
313,13.0,26.99,26.99,39.99,4000000.0,4.2,,,,6.0,4.0,10.0,17.0,63.0
314,269.0,,,,,4.4,1476.0,1476.0,4.4,4.0,2.0,6.0,19.0,69.0
315,2.0,,,,10000000.0,,,,,,,,,
316,526.0,109.95,109.95,109.95,,4.1,116.0,116.0,4.1,8.0,3.0,13.0,18.0,58.0
317,272.0,,,,,,,,,,,,,
318,27.0,42.99,42.99,,,4.3,,,4.3,8.0,4.0,8.0,12.0,68.0
319,838.0,25.94,25.94,,100000000.0,4.3,1778.0,1778.0,4.3,8.0,3.0,8.0,14.0,67.0
320,700.0,25.99,25.99,,,4.2,585.0,585.0,4.2,8.0,5.0,8.0,12.0,67.0
321,626.0,169.99,169.99,,300000000.0,4.0,50.0,50.0,4.0,8.0,6.0,9.0,23.0,54.0
322,113.0,9.99,9.99,39.99,,4.4,73.0,73.0,4.4,3.0,5.0,8.0,17.0,67.0
323,245.0,49.78,49.78,,,,153.0,153.0,,,,12.0,10.0,35.0
324,1409.0,35.99,35.99,,200000000.0,4.3,,,4.3,6.0,4.0,9.0,16.0,65.0
325,9.0,44.99,44.99,56.99,2000000.0,4.1,2145.0,2145.0,4.1,12.0,6.0,6.0,11.0,65.0
326,5.0,25.99,25.99,49.99,5000000.0,4.6,924.0,924.0,4.6,3.0,3.0,5.0,8.0,81.0
327,373.0,17.99,17.99,29.99,,4.3,2669.0,2669.0,4.3,8.0,4.0,6.0,14.0,68.0
328,15.0,79.95,79.95,,2000000.0,4.4,,,4.4,4.0,3.0,7.0,15.0,71.0
329,250.0,23.99,23.99,219.99,4000000.0,4.2,1564.0,,,,,,,
330,618.0,15.29,15.29,17.99,200000000.0,4.6,743.0,743.0,4.6,3.0,3.0,5.0,11.0,78.0
331,116.0,17.99,17.99,,50000000.0,4.2,,,4.2,7.0,5.0,11.0,16.0,61.0
332,162.0,129.99,129.99,149.99,1000000.0,4.3,,,4.3,5.0,5.0,8.0,16.0,66.0
333,1777.0,39.99,39.99,,,4.4,589.0,589.0,4.4,7.0,3.0,6.0,12.0,72.0
334,42.0,31.99,31.99,39.99,2000000.0,4.5,,,4.5,6.0,3.0,4.0,11.0,76.0
335,755.0,19.39,19.39,,,4.2,551.0,551.0,4.2,9.0,5.0,7.0,10.0,69.0
336,2105.0,23.99,23.99,35.99,100000000.0,4.4,,,4.4,5.0,4.0,7.0,14.0,70.0
337,1898.0,59.95,59.95,59.95,50000000.0,4.0,258.0,258.0,4.0,12.0,3.0,10.0,16.0,59.0
338,265.0,18.99,18.99,21.99,,4.2,424.0,424.0,4.2,8.0,5.0,6.0,13.0,68.0
339,794.0,25.99,25.99,36.99,100000000.0,4.1,187.0,187.0,4.1,12.0,6.0,5.0,10.0,67.0
340,10.0,,,,1000000.0,,,,,,,,,
341,1453.0,,,,100000000.0,,,,,,,,,
342,,35.99,35.99,,300000000.0,3.9,,,3.9,12.0,7.0,9.0,17.0,55.0
343,,,,,,,,,,,,,,
344,12.0,69.99,69.99,,1000000.0,4.3,,3143.0,4.3,8.0,4.0,7.0,8.0,73.0
345,679.0,20.99,20.99,,100000000.0,4.3,,,4.3,6.0,4.0,8.0,16.0,66.0
346,2440.0,,,,50000000.0,,,,,,,,,
347,449.0,31.99,31.99,149.99,50000000.0,4.0,16.0,16.0,4.0,8.0,8.0,15.0,14.0,55.0
348,26.0,189.99,189.99,249.99,10000000.0,4.2,,,4.2,10.0,4.0,6.0,10.0,70.0
349,2.0,19.99,19.99,27.99,4000000.0,4.1,1436.0,,,,,,,
350,243.0,21.99,21.99,,4000000.0,4.9,751.0,751.0,4.9,0.0,0.0,1.0,2.0,97.0
351,522.0,15.99,15.99,16.99,300000000.0,4.5,367.0,,,,,,,
352,803.0,9.98,9.98,,200000000.0,4.2,205.0,205.0,4.2,8.0,4.0,9.0,12.0,67.0
353,174.0,,,,,4.4,319.0,319.0,4.4,7.0,3.0,4.0,12.0,74.0
354,20.0,69.99,69.99,99.99,1000000.0,4.1,91.0,91.0,4.1,11.0,5.0,7.0,16.0,61.0
355,166.0,,,,,4.9,380.0,380.0,4.9,0.0,0.0,0.0,4.0,96.0
356,67.0,79.95,79.95,149.95,7000000.0,4.2,,,,9.0,4.0,7.0,13.0,67.0
357,,23.74,23.74,24.99,50000000.0,4.5,169.0,169.0,4.5,2.0,4.0,7.0,14.0,73.0
358,1634.0,6.99,6.99,9.99,100000000.0,3.7,257.0,257.0,3.7,17.0,8.0,12.0,10.0,53.0
359,4.0,29.99,29.99,49.99,4000000.0,4.2,,,4.2,9.0,5.0,6.0,10.0,70.0
360,440.0,25.65,25.65,28.99,,4.5,2073.0,2073.0,4.5,5.0,2.0,4.0,16.0,73.0
361,36.0,29.99,29.99,,400000000.0,4.1,617.0,617.0,4.1,11.0,5.0,7.0,12.0,65.0
362,1451.0,,,,,,120.0,120.0,,,,6.0,9.0,43.0
363,1821.0,59.96,59.96,,100000000.0,4.4,450.0,450.0,4.4,4.0,4.0,7.0,13.0,72.0
364,1257.0,,,,,,,,,,,,,
365,839.0,54.95,54.95,58.95,100000000.0,4.2,306.0,,,9.0,2.0,10.0,12.0,67.0
366,89.0,19.99,19.99,27.99,,4.0,42.0,42.0,4.0,12.0,8.0,7.0,9.0,64.0
367,17.0,29.99,29.99,36.99,300000000.0,4.2,,,4.2,7.0,4.0,8.0,15.0,66.0
368,,29.99,29.99,,,4.2,,,4.2,7.0,3.0,8.0,18.0,64.0
369,139.0,,,,2000000.0,,,,,,,,,
370,1394.0,19.99,19.99,,50000000.0,4.4,,,4.4,4.0,4.0,8.0,15.0,69.0
371,918.0,28.49,28.49,29.99,100000000.0,4.1,,,,,,,,
372,2060.0,,,,,4.2,141.0,141.0,4.2,10.0,2.0,10.0,14.0,64.0
373,,79.99,79.99,,,4.1,1513.0,1513.0,4.1,7.0,5.0,9.0,21.0,58.0
374,1361.0,34.9,34.9,,200000000.0,4.0,,,4.0,10.0,7.0,9.0,17.0,57.0
375,457.0,49.99,49.99,69.99,,4.3,852.0,,,,,,,
376,495.0,23.99,23.99,23.99,,4.3,1130.0,1130.0,4.3,6.0,4.0,8.0,14.0,68.0
377,1789.0,,,,200000000.0,,,,,,,,,
378,336.0,99.99,99.99,99.99,200000000.0,4.6,,,4.6,3.0,1.0,4.0,10.0,82.0
379,1341.0,29.99,29.99,34.95,100000000.0,4.1,692.0,692.0,4.1,10.0,6.0,9.0,13.0,62.0
380,45.0,,,,,4.5,1338.0,1338.0,4.5,4.0,1.0,6.0,12.0,77.0
381,873.0,7.99,7.99,11.99,400000000.0,4.1,583.0,583.0,4.1,12.0,4.0,8.0,13.0,63.0
382,75.0,39.99,39.99,,,3.6,72.0,72.0,3.6,20.0,9.0,4.0,21.0,46.0
383,1373.0,59.99,59.99,69.99,,4.1,2798.0,2798.0,4.1,9.0,5.0,10.0,17.0,59.0
384,1174.0,26.99,26.99,29.99,200000000.0,3.9,,,3.9,12.0,7.0,11.0,14.0,56.0
385,585.0,10.99,10.99,,,4.7,147.0,147.0,4.7,3.0,1.0,2.0,11.0,83.0
386,,49.99,49.99,59.99,,3.5,405.0,405.0,3.5,20.0,10.0,14.0,13.0,43.0
387,,9.99,9.99,,50000000.0,4.2,147.0,147.0,4.2,7.0,4.0,8.0,22.0,59.0
388,53.0,,,,,4.0,,,4.0,9.0,6.0,12.0,16.0,57.0
389,21.0,36.54,36.54,42.99,1000000.0,4.6,843.0,843.0,4.6,3.0,3.0,5.0,11.0,78.0
390,5.0,15.99,15.99,23.99,1000000.0,4.0,,,4.0,13.0,4.0,8.0,14.0,61.0
391,1775.0,,,,400000000.0,,,,,,,,,
392,790.0,7.41,7.41,9.99,400000000.0,4.5,,,4.5,5.0,2.0,6.0,14.0,73.0
393,1347.0,,,,,4.4,2940.0,2940.0,4.4,4.0,3.0,6.0,15.0,72.0
394,892.0,23.99,23.99,,200000000.0,4.2,,,4.2,6.0,6.0,9.0,15.0,64.0
396,854.0,9.99,9.99,,300000000.0,4.2,1663.0,1663.0,4.2,11.0,4.0,8.0,10.0,67.0
397,622.0,,,,,4.3,2723.0,2723.0,4.3,6.0,4.0,6.0,15.0,69.0
398,720.0,36.86,36.86,,,4.4,,,,,,,,
399,77.0,33.14,33.14,38.99,100000000.0,4.2,,,4.2,8.0,5.0,9.0,17.0,61.0
400,948.0,29.99,29.99,29.99,300000000.0,4.1,,,4.1,8.0,5.0,10.0,18.0,59.0
401,505.0,23.99,23.99,35.99,,4.4,,,4.4,5.0,4.0,7.0,13.0,71.0
402,,,,,,4.0,739.0,739.0,4.0,13.0,5.0,8.0,14.0,60.0
403,8.0,37.99,37.99,65.49,2000000.0,4.4,,,4.4,7.0,3.0,5.0,12.0,73.0
404,260.0,,,,,4.2,,,4.2,10.0,6.0,6.0,9.0,69.0
405,1095.0,,,,,4.4,2559.0,2559.0,4.4,5.0,3.0,6.0,14.0,72.0
406,619.0,19.99,19.99,49.99,300000000.0,4.2,109.0,109.0,4.2,7.0,7.0,7.0,12.0,67.0
407,134.0,12.98,12.98,19.99,1000000.0,4.6,172.0,172.0,4.6,2.0,0.0,5.0,16.0,77.0
408,1165.0,,,,,4.6,714.0,714.0,4.6,2.0,2.0,6.0,8.0,82.0
409,27.0,79.4,79.4,109.72,1000000.0,4.2,244.0,,,11.0,4.0,5.0,15.0,65.0
410,674.0,26.99,26.99,29.99,,3.8,1551.0,1551.0,3.8,14.0,8.0,12.0,16.0,50.0
411,1340.0,17.99,17.99,19.99,200000000.0,4.2,,,4.2,7.0,5.0,10.0,17.0,61.0
412,699.0,,,,100000000.0,,,,,,,,,
413,1220.0,199.99,199.99,,200000000.0,4.4,312.0,312.0,4.4,7.0,3.0,5.0,10.0,75.0
414,897.0,,,,50000000.0,,,,,,,,,
415,73.0,15.0,15.0,38.99,,4.5,1952.0,,,3.0,2.0,6.0,14.0,75.0
416,793.0,9.99,9.99,,300000000.0,4.4,418.0,418.0,4.4,6.0,3.0,4.0,16.0,71.0
417,167.0,18.99,18.99,19.99,100000000.0,4.3,178.0,178.0,4.3,5.0,3.0,7.0,20.0,65.0
418,430.0,27.99,27.99,,,4.5,972.0,972.0,4.5,6.0,2.0,5.0,12.0,75.0
419,105.0,,,,1000000.0,,,,,,,,,
420,7.0,151.99,151.99,,1000000.0,4.2,1253.0,1253.0,4.2,13.0,4.0,5.0,9.0,69.0
421,,22.99,22.99,,,4.3,1279.0,1279.0,4.3,5.0,4.0,11.0,16.0,64.0
422,189.0,21.99,21.99,159.99,2000000.0,4.4,403.0,403.0,4.4,7.0,5.0,7.0,5.0,76.0
423,722.0,24.19,24.19,25.99,100000000.0,4.4,,,4.4,5.0,3.0,8.0,16.0,68.0
424,1555.0,119.0,119.0,,,4.1,435.0,435.0,4.1,9.0,3.0,10.0,23.0,55.0
425,291.0,49.99,49.99,191.99,1000000.0,4.2,,,4.2,10.0,3.0,8.0,13.0,66.0
426,389.0,9.99,9.99,,200000000.0,4.5,505.0,505.0,4.5,3.0,1.0,7.0,15.0,74.0
427,35.0,15.29,15.29,16.99,400000000.0,4.2,2543.0,2543.0,4.2,7.0,6.0,10.0,14.0,63.0
428,166.0,49.99,49.99,,,4.3,,,4.3,6.0,3.0,7.0,16.0,68.0
429,72.0,,,,200000000.0,,,,,,,,,
430,1260.0,44.95,44.95,,100000000.0,4.1,1866.0,1866.0,4.1,9.0,6.0,8.0,14.0,63.0
431,7.0,35.99,35.99,199.99,4000000.0,4.4,252.0,252.0,4.4,9.0,4.0,2.0,7.0,78.0
432,686.0,,,,50000000.0,,,,,,,,,
433,1241.0,27.99,27.99,29.99,,3.6,548.0,,,,,,,
434,907.0,,,,400000000.0,,,,,,,,,
435,,23.99,23.99,,,4.1,317.0,317.0,4.1,9.0,6.0,9.0,19.0,57.0
436,77.0,,,,,,,,,,,,,
437,1148.0,19.99,19.99,49.99,200000000.0,3.9,2119.0,2119.0,3.9,11.0,9.0,13.0,16.0,51.0
438,2064.0,26.99,26.99,39.99,100000000.0,4.0,1292.0,,,,,,,
439,,,,,,4.5,292.0,292.0,4.5,4.0,4.0,5.0,11.0,76.0
440,1530.0,,,,50000000.0,,,,,,,,,
441,129.0,,,,,3.9,65.0,65.0,3.9,9.0,10.0,13.0,16.0,52.0
442,877.0,,,,300000000.0,,,,,,,,,
443,45.0,39.99,39.99,,,3.4,42.0,42.0,3.4,,5.0,15.0,9.0,44.0
444,2033.0,49.95,49.95,,,4.2,972.0,972.0,4.2,6.0,7.0,7.0,21.0,59.0
445,275.0,21.99,21.99,25.99,100000000.0,3.9,456.0,456.0,3.9,15.0,6.0,10.0,10.0,59.0
446,482.0,,,,200000000.0,,,,,,,,,
447,2.0,,,,3000000.0,,,,,,,,,
448,538.0,25.99,25.99,35.99,400000000.0,4.3,1644.0,1644.0,4.3,6.0,4.0,7.0,15.0,68.0
449,744.0,17.49,17.49,21.99,,3.9,215.0,215.0,3.9,10.0,8.0,13.0,14.0,55.0
450,2349.0,,,,,4.5,1564.0,1564.0,4.5,4.0,3.0,6.0,10.0,77.0
451,378.0,64.95,64.95,64.95,400000000.0,4.4,90.0,90.0,4.4,4.0,4.0,10.0,10.0,72.0
452,83.0,15.99,15.99,19.99,200000000.0,4.5,779.0,779.0,4.5,3.0,1.0,7.0,16.0,73.0
453,25.0,,,,3000000.0,,,,,,,,,
454,819.0,169.95,169.95,199.95,,4.4,,,,6.0,3.0,6.0,11.0,74.0
455,646.0,19.79,19.79,21.99,400000000.0,4.3,1546.0,1546.0,4.3,8.0,3.0,9.0,12.0,68.0
456,2227.0,98.99,98.99,109.99,50000000.0,3.8,,,3.8,13.0,8.0,11.0,17.0,51.0
457,110.0,,,,3000000.0,,,,,,,,,
458,438.0,27.59,27.59,49.99,400000000.0,4.4,1146.0,1146.0,4.4,5.0,2.0,5.0,15.0,73.0
459,8.0,,,,400000000.0,,,,,,,,,
460,677.0,23.99,23.99,23.99,100000000.0,4.6,439.0,439.0,4.6,4.0,1.0,4.0,10.0,81.0
461,2328.0,,,,,3.9,,,3.9,10.0,9.0,11.0,14.0,56.0
462,1485.0,16.99,16.99,16.99,50000000.0,4.3,769.0,769.0,4.3,8.0,3.0,7.0,13.0,69.0
463,127.0,16.99,16.99,19.99,1000000.0,4.4,,,4.4,4.0,4.0,8.0,16.0,68.0
464,682.0,69.99,69.99,,,4.3,1797.0,1797.0,4.3,9.0,4.0,6.0,10.0,71.0
465,68.0,,,,400000000.0,,,,,,,,,
466,,39.99,39.99,,50000000.0,4.3,106.0,106.0,4.3,5.0,2.0,12.0,16.0,65.0
467,220.0,13.98,13.98,19.99,1000000.0,4.6,424.0,424.0,4.6,6.0,1.0,3.0,10.0,80.0
468,534.0,27.69,27.69,,,4.0,754.0,754.0,4.0,12.0,7.0,8.0,15.0,58.0
469,444.0,159.99,159.99,169.99,200000000.0,4.5,1775.0,1775.0,4.5,5.0,2.0,3.0,10.0,80.0
470,30.0,16.99,16.99,17.99,300000000.0,4.4,592.0,592.0,4.4,6.0,4.0,6.0,10.0,74.0
471,674.0,39.5,39.5,,200000000.0,4.2,2142.0,2142.0,4.2,8.0,5.0,9.0,13.0,65.0
472,,13.29,13.29,19.99,50000000.0,4.3,648.0,648.0,4.3,6.0,4.0,6.0,17.0,67.0
473,,16.99,16.99,,,3.6,48.0,48.0,3.6,14.0,8.0,17.0,25.0,36.0
474,381.0,12.79,12.79,14.99,300000000.0,4.2,532.0,,,6.0,5.0,8.0,17.0,64.0
475,735.0,24.99,24.99,27.99,100000000.0,4.4,65.0,65.0,4.4,7.0,4.0,7.0,2.0,80.0
476,1691.0,18.99,18.99,30.99,50000000.0,4.5,850.0,850.0,4.5,3.0,2.0,6.0,11.0,78.0
477,751.0,19.99,19.99,29.99,,4.3,2924.0,2924.0,4.3,5.0,4.0,7.0,17.0,67.0
478,276.0,89.0,89.0,109.0,1000000.0,4.2,,,4.2,7.0,6.0,8.0,14.0,65.0
479,112.0,,,,300000000.0,,,,,,,,,
480,136.0,36.99,36.99,39.99,,4.4,,,4.4,6.0,3.0,6.0,12.0,73.0
481,106.0,9.98,9.98,,1000000.0,4.3,47.0,47.0,4.3,5.0,5.0,10.0,12.0,68.0
482,791.0,,,,,4.2,1454.0,1454.0,4.2,8.0,3.0,9.0,16.0,64.0
483,555.0,23.21,23.21,,300000000.0,3.5,24.0,24.0,3.5,,0.0,0.0,12.0,54.0
484,391.0,,,,300000000.0,,,,,,,,,
485,95.0,36.54,36.54,42.99,100000000.0,4.4,268.0,268.0,4.4,5.0,3.0,8.0,12.0,72.0
486,279.0,,,,,4.0,,,4.0,9.0,6.0,11.0,19.0,55.0
488,299.0,19.99,19.99,29.99,100000000.0,4.2,1795.0,1795.0,4.2,6.0,4.0,10.0,20.0,60.0
489,1097.0,9.99,9.99,,,4.5,57.0,57.0,4.5,4.0,2.0,7.0,12.0,75.0
490,1732.0,19.99,19.99,,50000000.0,4.4,,,4.4,5.0,3.0,6.0,13.0,73.0
491,294.0,16.18,16.18,17.98,1000000.0,4.4,2212.0,2212.0,4.4,6.0,3.0,7.0,14.0,70.0
492,666.0,,,,,4.4,1109.0,1109.0,4.4,6.0,2.0,6.0,14.0,72.0
493,237.0,17.99,17.99,19.99,,4.5,242.0,242.0,4.5,6.0,2.0,3.0,12.0,77.0
494,448.0,6.99,6.99,9.99,400000000.0,4.0,30.0,30.0,4.0,7.0,4.0,11.0,,49.0
495,44.0,22.99,22.99,25.99,200000000.0,4.0,1618.0,,,,,,,
496,502.0,34.99,34.99,49.99,,,127.0,,,,,,,
497,1639.0,,,,,,,,,,,,,
498,941.0,,,,,4.1,2810.0,2810.0,4.1,9.0,5.0,9.0,16.0,61.0
499,79.0,105.3,105.3,113.49,1000000.0,4.1,,,4.1,12.0,5.0,7.0,13.0,63.0
500,1935.0,22.39,22.39,26.99,,4.4,918.0,918.0,4.4,5.0,3.0,8.0,16.0,68.0
501,458.0,24.99,24.99,29.99,300000000.0,4.5,434.0,434.0,4.5,5.0,2.0,5.0,9.0,79.0
502,,9.99,9.99,12.99,50000000.0,4.2,,,4.2,8.0,4.0,10.0,14.0,64.0
503,2065.0,22.99,22.99,,,4.3,565.0,565.0,4.3,6.0,4.0,8.0,16.0,66.0
504,748.0,129.95,129.95,129.95,50000000.0,4.4,877.0,877.0,4.4,4.0,4.0,6.0,14.0,72.0
505,940.0,9.99,9.99,,100000000.0,4.5,17.0,17.0,4.5,0.0,8.0,9.0,7.0,76.0
506,264.0,99.99,99.99,99.99,100000000.0,4.2,640.0,640.0,4.2,12.0,2.0,7.0,10.0,69.0
507,29.0,32.29,32.29,37.99,,4.1,,,4.1,10.0,5.0,9.0,12.0,64.0
508,531.0,36.95,36.95,,50000000.0,4.6,2006.0,2006.0,4.6,4.0,2.0,4.0,12.0,78.0
509,508.0,,,,200000000.0,,,,,,,,,
510,971.0,49.99,49.99,,100000000.0,4.4,223.0,223.0,4.4,7.0,5.0,4.0,10.0,74.0
511,1378.0,63.99,63.99,79.88,50000000.0,3.8,999.0,999.0,3.8,12.0,8.0,11.0,17.0,52.0
512,2197.0,,,,100000000.0,,,,,,,,,
513,510.0,,,,,,,,,,,,,
514,630.0,39.99,39.99,49.99,100000000.0,4.4,,,4.4,6.0,3.0,7.0,14.0,70.0
515,5.0,115.79,115.79,119.0,100000000.0,4.5,803.0,803.0,4.5,7.0,1.0,4.0,9.0,79.0
516,2295.0,7.9,7.9,,,3.7,64.0,64.0,3.7,19.0,6.0,12.0,13.0,50.0
517,5.0,,,,4000000.0,,,,,,,,,
518,817.0,34.88,34.88,34.88,100000000.0,4.5,619.0,619.0,4.5,6.0,2.0,4.0,13.0,75.0
519,1338.0,30.52,30.52,,50000000.0,4.4,630.0,630.0,4.4,5.0,4.0,6.0,17.0,68.0
520,974.0,49.99,49.99,,300000000.0,4.2,169.0,169.0,4.2,10.0,5.0,6.0,10.0,69.0
521,1170.0,,,,,3.9,,,3.9,13.0,8.0,10.0,15.0,54.0
522,2383.0,12.99,12.99,,50000000.0,4.5,852.0,852.0,4.5,4.0,2.0,8.0,11.0,75.0
523,994.0,24.99,24.99,,100000000.0,4.4,228.0,228.0,4.4,5.0,3.0,9.0,14.0,69.0
524,28.0,,,249.0,7000000.0,4.1,2495.0,,,10.0,4.0,9.0,13.0,64.0
525,,14.99,14.99,,,4.5,25.0,25.0,4.5,0.0,0.0,,0.0,77.0
526,17.0,,,,6000000.0,,,,,,,,,
527,,,,,50000000.0,,,,,,,,,
528,26.0,199.95,199.95,,1000000.0,4.4,2974.0,2974.0,4.4,6.0,3.0,6.0,12.0,73.0
529,,12.99,12.99,19.99,,4.3,454.0,454.0,4.3,9.0,3.0,7.0,11.0,70.0
530,2226.0,15.99,15.99,,50000000.0,4.4,2276.0,2276.0,4.4,5.0,3.0,7.0,13.0,72.0
531,2537.0,,,,50000000.0,,,,,,,,,
532,357.0,,,,,4.4,1240.0,1240.0,4.4,5.0,3.0,5.0,13.0,74.0
533,1532.0,7.9,7.9,,50000000.0,3.7,27.0,27.0,3.7,19.0,8.0,8.0,12.0,53.0
534,145.0,,,,200000000.0,,,,,,,,,
535,544.0,19.99,19.99,,,4.0,542.0,542.0,4.0,12.0,6.0,11.0,14.0,57.0
536,151.0,67.12,67.12,,1000000.0,4.7,180.0,180.0,4.7,2.0,1.0,4.0,7.0,86.0
537,801.0,32.99,32.99,,50000000.0,4.4,57.0,57.0,4.4,0.0,8.0,7.0,15.0,70.0
538,657.0,35.99,35.99,35.99,400000000.0,4.4,,,4.4,5.0,2.0,6.0,13.0,74.0
539,569.0,39.98,39.98,59.99,,4.2,1458.0,1458.0,4.2,8.0,4.0,7.0,18.0,63.0
540,616.0,19.99,19.99,,,4.2,,,4.2,7.0,5.0,9.0,18.0,61.0
542,,11.99,11.99,,,4.4,241.0,241.0,4.4,4.0,4.0,8.0,10.0,74.0
543,1829.0,61.72,61.72,61.72,100000000.0,4.4,457.0,457.0,4.4,7.0,2.0,5.0,14.0,72.0
544,969.0,,,,100000000.0,,,,,,,,,
545,106.0,14.99,14.99,19.99,50000000.0,4.1,106.0,106.0,4.1,11.0,5.0,8.0,9.0,67.0
546,669.0,59.98,59.98,,50000000.0,4.5,,,4.5,3.0,3.0,6.0,14.0,74.0
547,339.0,59.99,59.99,,200000000.0,4.2,60.0,60.0,4.2,4.0,7.0,15.0,8.0,66.0
548,27.0,32.99,32.99,45.99,2000000.0,4.0,995.0,995.0,4.0,13.0,5.0,9.0,13.0,60.0
549,456.0,18.99,18.99,23.99,,4.4,,,4.4,5.0,3.0,8.0,15.0,69.0
550,1201.0,21.98,21.98,,100000000.0,4.0,481.0,481.0,4.0,13.0,5.0,11.0,12.0,59.0
551,1205.0,34.99,34.99,42.99,300000000.0,4.4,,,4.4,5.0,3.0,5.0,13.0,74.0
552,303.0,39.9,39.9,59.9,,4.0,739.0,739.0,4.0,11.0,7.0,10.0,12.0,60.0
553,1290.0,,,,,,,,,,,,,
554,459.0,,,,,,,,,,,,,
555,899.0,39.99,39.99,39.99,100000000.0,4.1,134.0,134.0,4.1,6.0,4.0,12.0,21.0,57.0
556,879.0,199.99,199.99,,100000000.0,4.1,56.0,56.0,4.1,7.0,10.0,10.0,12.0,61.0
557,391.0,,,,50000000.0,,,,,,,,,
558,1333.0,27.99,27.99,,50000000.0,3.8,18.0,18.0,3.8,12.0,7.0,13.0,17.0,51.0
559,170.0,26.99,26.99,159.99,2000000.0,4.5,831.0,831.0,4.5,3.0,3.0,5.0,16.0,73.0
560,23.0,16.87,16.87,,,4.0,,,4.0,9.0,5.0,12.0,16.0,58.0
561,28.0,,,,,,,,,,,,,
562,2000.0,9.99,9.99,,50000000.0,4.0,45.0,45.0,4.0,6.0,8.0,12.0,23.0,51.0
563,828.0,44.55,44.55,,400000000.0,4.4,80.0,80.0,4.4,3.0,6.0,6.0,10.0,75.0
564,864.0,34.99,34.99,36.99,100000000.0,4.4,63.0,63.0,4.4,4.0,3.0,7.0,16.0,70.0
565,,7.49,7.49,,,,25.0,25.0,,,,,7.0,
566,57.0,36.79,36.79,45.99,100000000.0,4.2,284.0,284.0,4.2,8.0,2.0,9.0,17.0,64.0
567,7.0,22.99,22.99,29.99,2000000.0,4.4,1210.0,1210.0,4.4,6.0,3.0,4.0,12.0,75.0
568,20.0,71.89,71.89,99.89,300000000.0,4.3,,,4.3,6.0,3.0,7.0,15.0,69.0
569,436.0,,,,50000000.0,,,,,,,,,
570,,,,,,4.2,19.0,19.0,4.2,16.0,0.0,8.0,0.0,76.0
571,1599.0,,,,,5.0,79.0,79.0,5.0,0.0,0.0,0.0,0.0,100.0
572,24.0,84.95,84.95,149.95,400000000.0,4.5,177.0,177.0,4.5,6.0,2.0,4.0,14.0,74.0
573,1741.0,12.99,12.99,,100000000.0,4.1,,,4.1,8.0,5.0,11.0,16.0,60.0
574,1330.0,39.99,39.99,,200000000.0,3.7,,,,20.0,7.0,10.0,9.0,54.0
575,117.0,17.99,17.99,,50000000.0,4.2,261.0,261.0,4.2,9.0,5.0,7.0,12.0,67.0
