,bsr_best,sd_price,sd_list_price,sd_previous_price,sd_number_bought_past_month,sd_average_rating,sd_total_reviews,sd_ratings_count,sd_stars,sd_rating_pct_1,sd_rating_pct_2,sd_rating_pct_3,sd_rating_pct_4,sd_rating_pct_5
2660,,65.63,65.63,78.32,,,73.0,,,,6.0,5.0,14.0,45.0
2661,,119.99,119.99,119.99,,4.5,2.0,2.0,4.5,0.0,0.0,0.0,,53.0
2662,929.0,198.18,198.18,198.18,,4.1,57.0,57.0,4.1,6.0,4.0,13.0,,50.0
2663,194.0,58.88,58.88,69.98,400000000.0,4.7,50.0,50.0,4.7,0.0,3.0,5.0,10.0,82.0
2664,4.0,9.99,9.99,,300000000.0,4.3,11.0,,,,,,,
2665,,13.99,13.99,,,4.2,1081.0,,,,,,,
2666,59.0,15.99,15.99,16.99,100000000.0,4.5,433.0,433.0,4.5,4.0,4.0,5.0,13.0,74.0
2667,1279.0,179.0,179.0,179.0,,4.6,135.0,135.0,4.6,4.0,1.0,5.0,10.0,80.0
2668,217.0,,,,,,,,,,,,,
2669,1452.0,119.99,119.99,,,4.3,34.0,34.0,4.3,4.0,,5.0,8.0,72.0
2670,1175.0,129.99,129.99,229.99,50000000.0,4.5,48.0,48.0,4.5,8.0,0.0,0.0,17.0,75.0
2671,976.0,9.99,9.99,,,4.6,126.0,126.0,4.6,3.0,1.0,6.0,14.0,76.0
2672,,38.5,38.5,,,4.3,848.0,848.0,4.3,4.0,4.0,10.0,16.0,66.0
2673,65.0,9.99,9.99,,300000000.0,4.6,506.0,,,2.0,2.0,4.0,12.0,80.0
2674,1584.0,49.99,49.99,,,4.4,25.0,25.0,4.4,7.0,0.0,0.0,,67.0
2675,,55.99,55.99,,,4.7,17.0,17.0,4.7,0.0,0.0,0.0,,68.0
2678,,59.99,59.99,,,4.4,35.0,35.0,4.4,8.0,4.0,0.0,17.0,71.0
2679,,37.99,37.99,75.99,,4.5,34.0,34.0,4.5,0.0,5.0,8.0,19.0,68.0
2680,1582.0,49.99,49.99,,,4.6,251.0,251.0,4.6,3.0,4.0,4.0,9.0,80.0
2681,259.0,,,,,,,,,,,,,
2682,564.0,17.9,17.9,,100000000.0,4.3,37.0,37.0,4.3,10.0,0.0,11.0,8.0,71.0
2683,505.0,,,,100000000.0,,,,,,,,,
2684,997.0,53.93,53.93,149.99,50000000.0,4.5,32.0,32.0,4.5,3.0,6.0,6.0,6.0,79.0
2685,169.0,26.99,26.99,29.99,200000000.0,4.7,303.0,303.0,4.7,2.0,1.0,4.0,9.0,84.0
2686,2406.0,29.99,29.99,29.99,,4.1,101.0,101.0,4.1,6.0,9.0,11.0,11.0,63.0
2687,588.0,14.99,14.99,19.99,,4.4,2263.0,,,6.0,3.0,5.0,13.0,73.0
2688,1669.0,129.99,129.99,,,4.7,50.0,50.0,4.7,3.0,0.0,0.0,15.0,82.0
2689,,134.0,134.0,134.0,,4.6,21.0,21.0,4.6,0.0,0.0,11.0,18.0,71.0
2690,849.0,11.19,11.19,13.99,50000000.0,4.5,197.0,,,2.0,3.0,6.0,16.0,73.0
2691,,223.19,223.19,239.99,,4.9,21.0,21.0,4.9,0.0,0.0,0.0,10.0,90.0
2692,2462.0,59.99,59.99,84.0,,4.6,61.0,61.0,4.6,3.0,3.0,3.0,11.0,80.0
2693,1591.0,13.99,13.99,,,4.8,69.0,69.0,4.8,0.0,0.0,2.0,12.0,86.0
2694,,49.99,49.99,,,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0
2695,,,,,,4.1,22.0,22.0,4.1,0.0,,7.0,,51.0
2696,338.0,,,,,,,,,,,,,
2697,109.0,27.99,27.99,,,4.6,33.0,33.0,4.6,3.0,4.0,0.0,12.0,81.0
2698,164.0,49.86,49.86,54.99,200000000.0,3.9,,,3.9,16.0,6.0,7.0,11.0,60.0
2699,,,,,,4.7,71.0,71.0,4.7,0.0,0.0,7.0,15.0,78.0
2700,,34.99,34.99,,,4.3,40.0,40.0,4.3,0.0,3.0,,23.0,55.0
2701,1051.0,94.99,94.99,,,4.4,38.0,38.0,4.4,3.0,3.0,8.0,19.0,67.0
2702,,153.99,153.99,,,3.5,2.0,2.0,3.5,0.0,,0.0,0.0,50.0
2703,758.0,149.99,149.99,249.99,50000000.0,4.5,,3110.0,4.5,5.0,2.0,4.0,11.0,78.0
2704,,114.99,114.99,,,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,100.0
2705,236.0,89.99,89.99,149.99,,4.5,119.0,119.0,4.5,5.0,2.0,5.0,13.0,75.0
2706,70.0,69.96,69.96,78.89,,4.4,229.0,229.0,4.4,6.0,2.0,5.0,17.0,70.0
2707,1268.0,,,,,,,,,,,,,
2708,486.0,99.0,99.0,107.99,,4.2,205.0,205.0,4.2,12.0,3.0,6.0,14.0,65.0
2709,503.0,14.44,14.44,16.99,50000000.0,4.7,122.0,122.0,4.7,2.0,1.0,2.0,10.0,85.0
2710,1240.0,104.99,104.99,104.99,,4.7,47.0,47.0,4.7,4.0,0.0,3.0,7.0,86.0
2711,2514.0,24.99,24.99,,,4.5,133.0,133.0,4.5,6.0,0.0,5.0,8.0,81.0
2712,1723.0,79.99,79.99,,,4.5,179.0,179.0,4.5,4.0,2.0,6.0,12.0,76.0
2713,2236.0,,,,,4.4,130.0,130.0,4.4,4.0,4.0,5.0,14.0,73.0
2714,,84.99,84.99,,,3.8,37.0,37.0,3.8,,0.0,3.0,11.0,62.0
2715,118.0,20.59,20.59,23.59,300000000.0,4.4,1179.0,1179.0,4.4,5.0,2.0,8.0,11.0,74.0
2716,696.0,69.99,69.99,74.99,,4.7,43.0,43.0,4.7,0.0,0.0,0.0,25.0,75.0
2717,1327.0,199.0,199.0,,,4.1,791.0,791.0,4.1,8.0,8.0,8.0,17.0,59.0
2718,114.0,29.99,29.99,,400000000.0,4.2,151.0,151.0,4.2,8.0,4.0,10.0,11.0,67.0
2719,,36.99,36.99,,,4.1,19.0,19.0,4.1,8.0,0.0,12.0,,51.0
2720,681.0,49.99,49.99,,,3.5,308.0,308.0,3.5,21.0,8.0,10.0,19.0,42.0
2721,,14.16,14.16,14.91,,4.8,9.0,9.0,4.8,0.0,0.0,0.0,23.0,77.0
2722,342.0,,,,100000000.0,,,,,,,,,
2723,633.0,,,,50000000.0,,,,,,,,,
2724,,89.99,89.99,,,3.8,23.0,23.0,3.8,12.0,,0.0,,46.0
2725,1515.0,71.99,71.99,,,4.3,163.0,163.0,4.3,9.0,3.0,5.0,14.0,69.0
2726,,49.99,49.99,49.99,,4.2,40.0,40.0,4.2,8.0,0.0,7.0,,58.0
2727,22.0,22.99,22.99,,100000000.0,4.4,1028.0,1028.0,4.4,5.0,3.0,6.0,14.0,72.0
2728,1296.0,49.99,49.99,59.99,,4.4,75.0,75.0,4.4,6.0,4.0,3.0,13.0,74.0
2729,,104.99,104.99,,,,,,,0.0,0.0,0.0,0.0,
2730,,49.99,49.99,,,4.6,129.0,129.0,4.6,1.0,3.0,4.0,12.0,80.0
2731,637.0,199.99,199.99,229.99,50000000.0,3.9,453.0,453.0,3.9,15.0,5.0,11.0,10.0,59.0
2732,998.0,,,,,,,,,,,,,
2733,178.0,39.99,39.99,,200000000.0,4.3,,,4.3,9.0,4.0,6.0,11.0,70.0
2734,852.0,48.95,48.95,53.32,,4.4,52.0,52.0,4.4,4.0,6.0,4.0,14.0,72.0
2735,1880.0,144.99,144.99,144.99,,4.7,11.0,,,,,,,
2736,603.0,89.99,89.99,96.99,100000000.0,3.6,86.0,86.0,3.6,,0.0,15.0,6.0,54.0
2737,,6.99,6.99,,,4.2,9.0,9.0,4.2,0.0,,0.0,18.0,61.0
2738,,44.99,44.99,,,4.7,7.0,,,,,,,
2739,2461.0,55.79,55.79,61.99,,4.6,186.0,186.0,4.6,3.0,3.0,3.0,13.0,78.0
2740,1402.0,39.99,39.99,,,4.5,1116.0,,,3.0,3.0,5.0,15.0,74.0
2741,,14.99,14.99,,,3.4,5.0,5.0,3.4,0.0,,,15.0,
2742,959.0,,,,,4.2,79.0,79.0,4.2,14.0,2.0,3.0,9.0,72.0
2743,,69.89,69.89,,,3.6,34.0,34.0,3.6,20.0,0.0,16.0,,34.0
2744,,13.5,13.5,,,5.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,100.0
2745,118.0,36.99,36.99,39.99,,4.4,,,4.4,7.0,4.0,6.0,11.0,72.0
2746,,99.99,99.99,,,4.6,19.0,19.0,4.6,0.0,0.0,12.0,18.0,70.0
2747,89.0,36.99,36.99,,50000000.0,4.7,170.0,170.0,4.7,1.0,3.0,4.0,12.0,80.0
2748,32.0,15.99,15.99,,100000000.0,4.2,48.0,48.0,4.2,5.0,4.0,13.0,18.0,60.0
2749,,,,,,3.6,162.0,162.0,3.6,13.0,,11.0,18.0,43.0
2750,1847.0,44.99,44.99,,,4.5,135.0,135.0,4.5,3.0,3.0,6.0,17.0,71.0
2751,,33.99,33.99,36.99,50000000.0,4.5,23.0,23.0,4.5,0.0,5.0,7.0,22.0,66.0
2752,157.0,4.99,4.99,,400000000.0,4.5,,,,3.0,2.0,8.0,16.0,71.0
2753,,49.99,49.99,,,,,,,0.0,0.0,0.0,0.0,
2754,267.0,28.9,28.9,,,4.5,51.0,51.0,4.5,0.0,3.0,13.0,13.0,71.0
2755,1240.0,37.29,37.29,,,4.5,591.0,591.0,4.5,3.0,2.0,6.0,13.0,76.0
2756,729.0,170.0,170.0,,,4.5,81.0,81.0,4.5,4.0,4.0,7.0,10.0,75.0
2757,,16.99,16.99,,100000000.0,4.4,61.0,61.0,4.4,8.0,0.0,4.0,17.0,71.0
2758,195.0,52.99,52.99,89.99,,4.4,136.0,136.0,4.4,8.0,1.0,3.0,14.0,74.0
2759,1072.0,49.89,49.89,,,,33.0,33.0,,19.0,,,10.0,31.0
2760,,215.99,215.99,239.99,,4.3,23.0,23.0,4.3,11.0,0.0,6.0,16.0,67.0
2761,80.0,62.99,62.99,69.99,,4.1,1183.0,1183.0,4.1,12.0,5.0,7.0,11.0,65.0
2762,,50.39,50.39,53.19,,4.1,34.0,34.0,4.1,9.0,5.0,5.0,20.0,61.0
2763,,94.99,94.99,94.99,,4.1,10.0,10.0,4.1,11.0,0.0,12.0,14.0,63.0
2764,240.0,45.0,45.0,,,4.4,567.0,567.0,4.4,6.0,3.0,6.0,14.0,71.0
2765,,20.69,20.69,29.99,,4.6,82.0,82.0,4.6,4.0,0.0,4.0,11.0,81.0
2766,466.0,24.95,24.95,49.99,100000000.0,4.6,1014.0,1014.0,4.6,3.0,2.0,5.0,13.0,77.0
2767,,114.99,114.99,,,4.4,8.0,8.0,4.4,13.0,0.0,0.0,0.0,87.0
2768,,,,,,,1.0,1.0,,0.0,,0.0,0.0,
2769,357.0,32.99,32.99,,100000000.0,4.5,,,4.5,4.0,2.0,7.0,12.0,75.0
2770,,,,,,4.2,36.0,36.0,4.2,8.0,5.0,4.0,17.0,66.0
2771,1734.0,24.99,24.99,,,3.9,54.0,54.0,3.9,9.0,5.0,13.0,,44.0
2772,,,,,,4.7,,,,,,,,
2773,2.0,9.49,9.49,9.99,,4.6,543.0,543.0,4.6,2.0,1.0,7.0,13.0,77.0
2774,,24.99,24.99,24.99,,4.3,99.0,99.0,4.3,3.0,5.0,9.0,20.0,63.0
2775,457.0,99.99,99.99,,100000000.0,4.8,28.0,28.0,4.8,0.0,0.0,0.0,16.0,84.0
2776,1844.0,35.99,35.99,,,4.2,57.0,57.0,4.2,7.0,6.0,5.0,18.0,64.0
2777,769.0,24.98,24.98,,50000000.0,4.3,,,4.3,7.0,3.0,8.0,15.0,67.0
2778,,109.98,109.98,,,4.6,,,4.6,3.0,2.0,3.0,11.0,81.0
2779,1174.0,,,,,4.2,966.0,966.0,4.2,9.0,3.0,7.0,12.0,69.0
2780,,,,,,4.6,176.0,176.0,4.6,4.0,2.0,6.0,8.0,80.0
2781,54.0,119.99,119.99,,,3.8,249.0,249.0,3.8,19.0,3.0,7.0,18.0,53.0
2782,,89.99,89.99,89.99,,4.6,970.0,970.0,4.6,3.0,1.0,5.0,13.0,78.0
2783,,71.99,71.99,75.99,,4.5,45.0,45.0,4.5,1.0,6.0,0.0,23.0,70.0
2784,,139.99,139.99,149.99,,4.2,44.0,44.0,4.2,6.0,0.0,,12.0,62.0
2786,1728.0,94.99,94.99,,,4.4,38.0,38.0,4.4,3.0,3.0,8.0,19.0,67.0
2787,523.0,73.0,73.0,,50000000.0,4.8,95.0,95.0,4.8,1.0,0.0,5.0,9.0,85.0
2788,1591.0,19.99,19.99,,,4.6,2358.0,2358.0,4.6,2.0,1.0,6.0,12.0,79.0
2789,,99.99,99.99,109.99,,4.2,15.0,15.0,4.2,13.0,0.0,0.0,22.0,65.0
2790,,,,,,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0
2791,,,,,,4.4,350.0,350.0,4.4,5.0,2.0,9.0,13.0,71.0
2792,950.0,30.0,30.0,32.0,,4.2,67.0,67.0,4.2,7.0,6.0,9.0,13.0,65.0
2793,54.0,,,,1000000.0,,,,,,,,,
2795,671.0,19.99,19.99,19.99,50000000.0,4.5,193.0,,,5.0,4.0,2.0,11.0,78.0
2796,,99.99,99.99,,,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,100.0
2797,1881.0,94.99,94.99,,,4.6,105.0,105.0,4.6,1.0,0.0,7.0,13.0,79.0
2798,137.0,19.99,19.99,22.99,50000000.0,4.3,457.0,457.0,4.3,2.0,5.0,11.0,19.0,63.0
2799,938.0,114.99,114.99,,,4.4,23.0,23.0,4.4,6.0,6.0,0.0,11.0,77.0
2800,1703.0,10.99,10.99,,,4.4,74.0,74.0,4.4,5.0,3.0,9.0,10.0,73.0
2801,1070.0,19.99,19.99,,,4.1,33.0,33.0,4.1,5.0,,7.0,24.0,53.0
2802,107.0,,,,50000000.0,,,,,,,,,
2803,,69.99,69.99,,,4.3,7.0,7.0,4.3,0.0,0.0,,,50.0
2804,520.0,20.58,20.58,29.99,100000000.0,4.3,1886.0,1886.0,4.3,6.0,3.0,9.0,16.0,66.0
2805,1744.0,79.99,79.99,99.99,,4.2,198.0,198.0,4.2,10.0,5.0,4.0,19.0,62.0
2806,1686.0,10.99,10.99,,,3.7,38.0,38.0,3.7,13.0,7.0,16.0,22.0,42.0
2807,2526.0,19.99,19.99,,,4.4,38.0,38.0,4.4,0.0,5.0,11.0,21.0,63.0
2808,,8.87,8.87,13.99,,4.5,700.0,,,2.0,3.0,8.0,12.0,75.0
2809,,124.99,124.99,,,4.8,20.0,20.0,4.8,0.0,0.0,8.0,7.0,85.0
2810,557.0,18.36,18.36,,50000000.0,3.4,119.0,119.0,3.4,,6.0,9.0,12.0,45.0
2811,297.0,34.99,34.99,,,4.0,12.0,12.0,4.0,12.0,0.0,13.0,21.0,54.0
2812,,,,,,4.7,8.0,8.0,4.7,0.0,0.0,0.0,,71.0
2813,1264.0,19.95,19.95,,,3.8,26.0,26.0,3.8,0.0,,,25.0,34.0
2814,2188.0,39.0,39.0,,,4.0,260.0,260.0,4.0,11.0,6.0,12.0,14.0,57.0
2815,2331.0,104.99,104.99,,,4.5,6.0,6.0,4.5,0.0,0.0,0.0,,52.0
2816,450.0,119.99,119.99,119.99,100000000.0,4.2,115.0,115.0,4.2,4.0,4.0,11.0,23.0,58.0
2817,282.0,29.99,29.99,,200000000.0,4.3,2702.0,2702.0,4.3,4.0,4.0,8.0,19.0,65.0
2818,684.0,29.79,29.79,39.99,50000000.0,4.6,82.0,,,,,,,
2819,544.0,29.69,29.69,39.99,50000000.0,4.2,10.0,10.0,4.2,14.0,0.0,0.0,21.0,65.0
2820,1352.0,,,,,,,,,,,,,
2821,1364.0,23.5,23.5,,,4.3,241.0,241.0,4.3,4.0,5.0,8.0,19.0,64.0
2822,,209.99,209.99,,,4.7,4.0,4.0,4.7,0.0,0.0,0.0,,69.0
2823,941.0,39.99,39.99,,,4.5,465.0,465.0,4.5,3.0,4.0,5.0,15.0,73.0
2824,,,,,,4.3,85.0,85.0,4.3,6.0,7.0,4.0,12.0,71.0
2825,,129.0,129.0,179.0,,3.8,25.0,25.0,3.8,14.0,,12.0,6.0,57.0
2826,8.0,89.95,89.95,99.95,,4.6,429.0,429.0,4.6,2.0,1.0,6.0,9.0,82.0
2827,1481.0,53.99,53.99,66.11,,3.8,4.0,4.0,3.8,,0.0,0.0,0.0,71.0
2828,402.0,64.59,64.59,75.99,100000000.0,4.6,142.0,142.0,4.6,2.0,3.0,3.0,15.0,77.0
2830,2290.0,,,,,,,,,0.0,0.0,0.0,0.0,
2831,464.0,23.99,23.99,,100000000.0,4.4,332.0,332.0,4.4,6.0,4.0,6.0,12.0,72.0
2832,219.0,189.99,189.99,189.99,200000000.0,4.6,205.0,205.0,4.6,2.0,1.0,5.0,10.0,82.0
2834,90.0,,,,300000000.0,,,,,,,,,
2835,,8.94,8.94,,,4.0,124.0,124.0,4.0,7.0,4.0,14.0,25.0,50.0
2836,1857.0,9.9,9.9,,,4.3,162.0,162.0,4.3,3.0,5.0,10.0,19.0,63.0
2837,,179.95,179.95,,,,,,,0.0,0.0,0.0,0.0,
2838,1190.0,39.99,39.99,,,4.6,16.0,16.0,4.6,0.0,0.0,9.0,16.0,75.0
2839,406.0,,,,,4.2,26.0,26.0,4.2,11.0,6.0,0.0,12.0,71.0
2840,1159.0,,,,,,,,,,,,,
2841,,,,,,5.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,100.0
2842,,,,,,4.0,12.0,12.0,4.0,13.0,0.0,,10.0,58.0
2843,,,,,,,2.0,2.0,,,0.0,0.0,0.0,52.0
2844,,53.59,53.59,75.99,,,,,,0.0,0.0,0.0,0.0,
2845,2117.0,54.99,54.99,,,4.1,177.0,177.0,4.1,4.0,9.0,10.0,23.0,54.0
2846,2499.0,36.99,36.99,,,4.4,174.0,174.0,4.4,6.0,1.0,3.0,19.0,71.0
2847,57.0,203.99,203.99,239.99,100000000.0,4.7,62.0,62.0,4.7,2.0,3.0,5.0,3.0,87.0
2848,,,,,,4.4,597.0,597.0,4.4,7.0,3.0,6.0,10.0,74.0
2849,469.0,39.99,39.99,49.99,,4.6,378.0,378.0,4.6,3.0,3.0,4.0,14.0,76.0
2850,2271.0,99.99,99.99,,,4.4,25.0,25.0,4.4,8.0,7.0,0.0,0.0,85.0
2851,158.0,104.99,104.99,114.99,,4.4,96.0,96.0,4.4,6.0,2.0,7.0,14.0,71.0
2852,210.0,219.99,219.99,249.99,200000000.0,4.2,664.0,664.0,4.2,11.0,4.0,4.0,13.0,68.0
2853,1741.0,,,,,,,,,,,,,
2854,30.0,16.99,16.99,,,5.0,3.0,,,0.0,0.0,0.0,0.0,100.0
2855,,,,,,4.7,14.0,14.0,4.7,0.0,0.0,0.0,,68.0
2856,1002.0,14.24,14.24,14.99,,4.6,51.0,51.0,4.6,0.0,4.0,0.0,23.0,73.0
2857,1455.0,24.9,24.9,,,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,100.0
2858,143.0,47.49,47.49,54.99,200000000.0,3.8,713.0,713.0,3.8,16.0,5.0,10.0,13.0,56.0
2859,478.0,27.99,27.99,29.99,100000000.0,4.5,654.0,654.0,4.5,6.0,2.0,3.0,9.0,80.0
2860,9.0,8.81,8.81,,1000000.0,4.4,1418.0,,,,,,,
2861,1698.0,8.99,8.99,,50000000.0,4.6,797.0,,,3.0,1.0,6.0,15.0,75.0
2862,2204.0,67.99,67.99,79.99,,4.6,89.0,89.0,4.6,2.0,0.0,6.0,16.0,76.0
2863,284.0,,,,,,,,,,,,,
2864,2204.0,134.0,134.0,,,3.9,16.0,16.0,3.9,,0.0,5.0,12.0,61.0
2865,136.0,,,,,4.4,52.0,,,,,,,
2866,2001.0,79.99,79.99,,,4.3,672.0,672.0,4.3,7.0,4.0,6.0,15.0,68.0
2867,803.0,20.69,20.69,29.99,,4.6,82.0,82.0,4.6,4.0,0.0,4.0,11.0,81.0
2868,40.0,12.99,12.99,,200000000.0,4.4,2506.0,2506.0,4.4,5.0,3.0,8.0,16.0,68.0
2869,2352.0,109.99,109.99,,,4.3,24.0,,,,,,,
2870,1835.0,69.5,69.5,,,3.7,127.0,127.0,3.7,,9.0,3.0,6.0,60.0
2871,,,,,,4.2,15.0,15.0,4.2,14.0,7.0,0.0,0.0,79.0
2872,787.0,29.99,29.99,,100000000.0,4.4,51.0,,,,,,,
2873,377.0,119.99,119.99,,,4.5,183.0,183.0,4.5,5.0,4.0,5.0,9.0,77.0
2874,,93.6,93.6,,,4.9,11.0,11.0,4.9,0.0,0.0,0.0,11.0,89.0
2875,1.0,29.99,29.99,29.99,10000000.0,4.5,,,4.5,6.0,2.0,4.0,13.0,75.0
2876,1533.0,109.99,109.99,109.99,,3.6,19.0,19.0,3.6,13.0,10.0,17.0,16.0,44.0
2877,1199.0,53.99,53.99,59.99,100000000.0,4.6,2386.0,2386.0,4.6,3.0,2.0,5.0,9.0,81.0
2878,2416.0,,,,,,,,,,,,,
2879,16.0,16.94,16.94,18.99,2000000.0,4.3,604.0,604.0,4.3,7.0,4.0,6.0,13.0,70.0
2880,43.0,29.99,29.99,29.99,1000000.0,4.4,,,4.4,6.0,2.0,5.0,14.0,73.0
2881,5.0,129.99,129.99,129.99,5000000.0,4.5,,,4.5,6.0,2.0,5.0,10.0,77.0
2882,12.0,35.99,35.99,39.99,2000000.0,4.4,,,4.4,6.0,3.0,6.0,13.0,72.0
2883,37.0,22.99,22.99,22.99,1000000.0,4.4,182.0,182.0,4.4,4.0,2.0,6.0,20.0,68.0
2884,28.0,19.99,19.99,24.99,1000000.0,4.4,392.0,392.0,4.4,6.0,3.0,6.0,12.0,73.0
2885,2.0,29.99,29.99,34.99,8000000.0,4.4,,,4.4,4.0,2.0,7.0,16.0,71.0
2886,5.0,,,,200000000.0,,,,,,,,,
2887,42.0,19.52,19.52,24.99,1000000.0,4.4,236.0,236.0,4.4,4.0,2.0,7.0,16.0,71.0
2888,26.0,89.99,89.99,89.99,1000000.0,4.5,810.0,810.0,4.5,6.0,2.0,2.0,12.0,78.0
2889,10.0,28.3,28.3,,3000000.0,4.5,,,,,,,,
2890,3.0,56.99,56.99,59.99,10000000.0,4.4,1811.0,1811.0,4.4,8.0,3.0,4.0,11.0,74.0
2891,7.0,64.99,64.99,69.99,4000000.0,4.3,,3022.0,4.3,7.0,3.0,7.0,13.0,70.0
2892,,,,,,4.5,49.0,49.0,4.5,4.0,5.0,4.0,7.0,80.0
2893,4.0,,,,9000000.0,,,,,,,,,
2894,24.0,,,,1000000.0,,,,,,,,,
2895,5.0,,,,10000000.0,,,,,,,,,
2896,46.0,18.99,18.99,18.99,,4.4,2315.0,2315.0,4.4,7.0,2.0,6.0,13.0,72.0
2897,49.0,20.89,20.89,21.99,,4.4,90.0,90.0,4.4,6.0,4.0,5.0,13.0,72.0
2899,270.0,,,,100000000.0,,,,,,,,,
2900,50.0,16.59,16.59,,,4.2,,3055.0,4.2,9.0,3.0,7.0,14.0,67.0
2901,13.0,19.99,19.99,,3000000.0,4.3,2037.0,2037.0,4.3,9.0,4.0,6.0,12.0,69.0
2902,49.0,19.99,19.99,28.99,1000000.0,4.4,2144.0,2144.0,4.4,7.0,3.0,6.0,12.0,72.0
2903,17.0,19.49,19.49,24.98,3000000.0,4.4,1540.0,1540.0,4.4,8.0,3.0,5.0,9.0,75.0
2904,6.0,32.99,32.99,34.99,6000000.0,4.4,,,4.4,7.0,3.0,5.0,11.0,74.0
2905,1577.0,93.49,93.49,109.99,,4.6,852.0,852.0,4.6,1.0,2.0,9.0,9.0,79.0
2906,27.0,,,,3000000.0,,,,,,,,,
2907,47.0,69.99,69.99,69.99,1000000.0,4.6,,,4.6,4.0,2.0,4.0,13.0,77.0
2908,8.0,19.99,19.99,28.99,4000000.0,4.3,,,4.3,8.0,4.0,7.0,12.0,69.0
2909,105.0,15.97,15.97,19.97,300000000.0,4.0,1089.0,1089.0,4.0,14.0,5.0,7.0,13.0,61.0
2910,48.0,36.99,36.99,49.99,1000000.0,4.4,,,4.4,6.0,3.0,5.0,13.0,73.0
2911,1103.0,37.99,37.99,39.99,,4.5,499.0,499.0,4.5,4.0,2.0,4.0,13.0,77.0
2912,33.0,19.99,19.99,29.99,1000000.0,4.2,2480.0,2480.0,4.2,11.0,4.0,6.0,11.0,68.0
2913,26.0,32.99,32.99,39.99,2000000.0,4.3,2030.0,2030.0,4.3,8.0,4.0,5.0,11.0,72.0
2914,7.0,19.99,19.99,,7000000.0,4.3,437.0,437.0,4.3,7.0,4.0,5.0,12.0,72.0
2915,46.0,64.99,64.99,79.99,1000000.0,4.5,,,4.5,4.0,2.0,5.0,13.0,76.0
2916,57.0,49.99,49.99,49.99,,4.4,580.0,580.0,4.4,5.0,2.0,8.0,16.0,69.0
2917,99.0,26.99,26.99,,400000000.0,4.3,,,4.3,6.0,3.0,7.0,15.0,69.0
2918,27.0,35.99,35.99,39.99,1000000.0,4.2,,,4.2,10.0,4.0,7.0,13.0,66.0
2919,14.0,28.33,28.33,28.33,3000000.0,4.1,2628.0,2628.0,4.1,13.0,6.0,6.0,8.0,67.0
2920,85.0,15.99,15.99,,,4.4,2591.0,2591.0,4.4,5.0,2.0,7.0,14.0,72.0
2921,29.0,89.99,89.99,99.99,2000000.0,4.4,380.0,380.0,4.4,6.0,3.0,4.0,13.0,74.0
2922,31.0,39.99,39.99,,2000000.0,4.2,2094.0,2094.0,4.2,9.0,6.0,8.0,11.0,66.0
2923,1630.0,11.19,11.19,,,4.3,1057.0,1057.0,4.3,3.0,4.0,12.0,20.0,61.0
2924,9.0,34.99,34.99,45.99,5000000.0,4.4,718.0,718.0,4.4,6.0,4.0,6.0,12.0,72.0
2925,63.0,,,,,,,,,,,,,
2926,96.0,32.99,32.99,35.99,,4.2,275.0,275.0,4.2,8.0,6.0,5.0,15.0,66.0
2927,60.0,32.99,32.99,40.99,,4.3,1442.0,1442.0,4.3,7.0,4.0,4.0,16.0,69.0
2928,887.0,28.87,28.87,33.99,50000000.0,4.2,125.0,125.0,4.2,7.0,5.0,9.0,15.0,64.0
2929,16.0,29.98,29.98,45.99,4000000.0,4.1,,,4.1,11.0,6.0,8.0,13.0,62.0
2930,180.0,18.99,18.99,18.99,200000000.0,3.9,892.0,892.0,3.9,15.0,5.0,7.0,14.0,59.0
2931,128.0,,,,,4.6,1278.0,1278.0,4.6,4.0,2.0,3.0,14.0,77.0
2932,198.0,14.99,14.99,16.99,200000000.0,4.6,88.0,88.0,4.6,2.0,5.0,4.0,12.0,77.0
2933,172.0,18.99,18.99,,400000000.0,4.5,84.0,84.0,4.5,4.0,1.0,4.0,20.0,71.0
2934,20.0,17.99,17.99,19.99,1000000.0,4.3,,,4.3,7.0,2.0,6.0,17.0,68.0
2935,292.0,53.99,53.99,,200000000.0,4.3,32.0,32.0,4.3,10.0,0.0,8.0,15.0,67.0
2936,68.0,,,,1000000.0,,,,,,,,,
2937,75.0,64.69,64.69,78.89,400000000.0,4.6,1193.0,1193.0,4.6,3.0,1.0,3.0,12.0,81.0
2938,57.0,39.0,39.0,49.99,1000000.0,4.4,1394.0,1394.0,4.4,7.0,4.0,4.0,7.0,78.0
2939,10.0,28.99,28.99,39.99,4000000.0,4.1,1931.0,1931.0,4.1,11.0,7.0,7.0,14.0,61.0
2940,123.0,34.99,34.99,49.99,300000000.0,4.2,111.0,111.0,4.2,7.0,5.0,9.0,18.0,61.0
2941,492.0,34.99,34.99,39.99,100000000.0,4.9,17.0,17.0,4.9,0.0,0.0,0.0,13.0,87.0
2942,50.0,68.0,68.0,79.99,,4.6,976.0,976.0,4.6,2.0,2.0,4.0,10.0,82.0
2943,337.0,,,,100000000.0,,,,,,,,,
2944,74.0,,,,,,,,,,,,,
